req_date,rides_count,gmv,avg_fare,avg_distance,avg_duration,completion_rate
2024-01-01,132,46828.97,365.851328125,6.243203125,21.234375,0.9696969696969697
2024-01-02,121,36947.88,313.11762711864407,4.973898305084745,16.73728813559322,0.9752066115702479
2024-01-03,134,44425.159999999996,347.07156249999997,5.755703125,20.0625,0.9552238805970149
2024-01-04,131,48173.56,373.4384496124031,6.414108527131782,21.612403100775193,0.9847328244274809
2024-01-05,135,47810.36,364.9645801526718,6.213129770992366,21.603053435114504,0.9703703703703703
2024-01-06,122,42222.07,360.87239316239317,6.074871794871795,21.82051282051282,0.9590163934426229
2024-01-07,150,53734.04,363.0678378378378,6.114594594594595,22.175675675675677,0.9866666666666667
2024-01-08,114,36582.26,335.6170642201835,5.485504587155963,18.871559633027523,0.956140350877193
2024-01-09,109,39684.49,377.9475238095238,6.496857142857142,22.63809523809524,0.963302752293578
2024-01-10,131,46716.79,359.3599230769231,6.037923076923077,20.76923076923077,0.9923664122137404
2024-01-11,119,42183.1,363.64741379310345,6.189224137931035,21.56896551724138,0.9747899159663865
2024-01-12,143,46036.18,331.19553956834534,5.446834532374101,18.381294964028775,0.972027972027972
2024-01-13,138,42853.81,317.4356296296296,5.07088888888889,17.081481481481482,0.9782608695652174
2024-01-14,130,47725.33,375.79,6.477795275590551,22.385826771653544,0.9769230769230769
2024-01-15,149,52940.65,362.60719178082195,6.18445205479452,20.383561643835616,0.9798657718120806
2024-01-16,142,49203.15,361.7878676470588,6.148897058823529,20.580882352941178,0.9577464788732394
2024-01-17,134,50374.12,390.49705426356593,6.832248062015504,23.11627906976744,0.9626865671641791
2024-01-18,133,42373.42,331.04234375,5.4328125,18.40625,0.9624060150375939
2024-01-19,136,44230.39,332.5593233082707,5.466015037593985,18.218045112781954,0.9779411764705882
2024-01-20,129,47130.49,374.0515079365079,6.379761904761905,22.134920634920636,0.9767441860465116
2024-01-21,145,51061.06,354.5906944444444,5.990555555555556,20.73611111111111,0.993103448275862
2024-01-22,128,42468.76,337.05365079365083,5.573968253968254,18.07936507936508,0.984375
2024-01-23,135,44414.17,346.985703125,5.81921875,19.546875,0.9481481481481482
2024-01-24,145,49146.03,343.67853146853145,5.7658741258741255,18.958041958041957,0.9862068965517241
2024-01-25,109,37041.88,352.7798095238095,5.906380952380952,20.60952380952381,0.963302752293578
